주차장코드	주차장명	주소	주차장 종류	주차장 종류명	운영구분	운영구분명	전화번호	주차현황 정보 제공여부	주차현황 정보 제공여부명	주차 면(주차 가능 차량 수)	현재 주차중인 대수	현재 주차 차량 업데이트 시간	유무료구분	유무료구분명	야간무료개방여부	야간무료개방여부명	평일 운영 시작시각(HHMM)	평일 운영 종료시각(HHMM)	주말 운영 시작시각(HHMM)	주말 운영 종료시각(HHMM)	공휴일 운영 시작시각(HHMM)	공휴일 운영 종료시각(HHMM)	최종데이터 동기화 시간	"토요일 유,무료 구분"	"토요일 유,무료 구분명"	"공휴일 유,무료 구분"	"공휴일 유,무료 구분명"	월 정기권 금액	노상 주차장 관리그룹번호	기본 주차 요금	기본 주차 시간(분 단위)	추가 단위 요금	추가 단위 시간(분 단위)	버스 기본 주차 요금	버스 기본 주차 시간(분 단위)	버스 추가 단위 시간(분 단위)	버스 추가 단위 요금	일 최대 요금
172518	장위3동공영주차장(한천로)(구)	성북구 장위동 158-1	NW	노외 주차장	3	시간제 + 거주자 주차장		0	미연계중	53	0		Y	유료	N	야간 미개방	900	1800	0	0	0	0	2016-12-21 12:31	N	무료	N	무료	0		300	10	0	0	0	0	0	0	0
172540	동방고개(구)	성북구 장위동 230-110	NW	노외 주차장	1	시간제 주차장		0	미연계중	66	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-25 9:57	N	무료	N	무료	80000		150	5	150	5	0	0	0	0	10000
172478	벤처빌딩(구)	성북구 장위동 65-154	NW	노외 주차장	1	시간제 주차장		0	미연계중	56	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-25 9:53	N	무료	N	무료	80000		150	5	150	5	0	0	0	0	10000
1577276	장위전통시장 공영주차장(구)	성북구 장위동 68-130	NW	노외 주차장	1	시간제 주차장	02-6925-0023	0	미연계중	20	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-31 9:21	N	무료	N	무료	120000		150	5	150	5	0	0	0	0	10000
172480	마을공원(구)	성북구 장위동 77-79	NW	노외 주차장	1	시간제 주차장		0	미연계중	98	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-25 9:58	N	무료	N	무료	96000		150	5	150	5	0	0	0	0	10000
1449827	정릉시장(구)	성북구 정릉동 405-4	NW	노외 주차장	1	시간제 주차장		0	미연계중	20	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-25 10:00	N	무료	N	무료	120000		150	5	150	5	0	0	0	0	10000
1560292	국민대앞북악주차(구)	성북구 정릉동 880-1 	NS	노상 주차장	1	시간제 주차장		0	미연계중	44	0		Y	유료	N	야간 미개방	800	1900	800	1500	0	0	2016-12-21 14:34	N	무료	Y	유료	80000	1.12901E+12	150	5	300	10	0	0	0	0	10000
1555282	국민대앞북악주차(구)	성북구 정릉동 880-1 	NS	노상 주차장	1	시간제 주차장		0	미연계중	6	0		Y	유료	N	야간 미개방	800	1500	800	1500	0	0	2016-12-21 14:43	N	무료	Y	유료	80000	1.12901E+12	150	5	300	10	0	0	0	0	10000
173860	개운산(구)	성북구 종암동 54-182	NW	노외 주차장	1	시간제 주차장		0	미연계중	27	0		Y	유료	N	야간 미개방	900	1900	0	0	0	0	2016-12-21 12:30	Y	유료	Y	유료	66000		900	30	300	10					10000
1079122	길음역환승주차장(구)	성북구 하월곡동 104-112	NW	노외 주차장	1	시간제 주차장	02-6923-0023	0	미연계중	147	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-25 10:01	N	무료	N	무료	120000		150	5	150	5	0	0	0	0	10000
1431739	가락몰 주차장(시)	송파구 가락동 600-0	NW	노외 주차장	1	시간제 주차장	02-3435-0695	1	현재~20분이내 연계데이터 존재(현재 주차대수 표현)	2066	1275	2018-01-15 9:15	Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-06-15 16:57	N	무료	N	무료	0		1000	120	500	10	0	0	0	0	0
173885	가락2동 공영(구)	송파구 가락동 80-2	NW	노외 주차장	1	시간제 주차장		0	미연계중	84	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-24 11:14	N	무료	N	무료	180000		250	5	250	5	0	0	0	0	24000
173776	가락1동공영(구)	송파구 가락동 98-1	NW	노외 주차장	1	시간제 주차장	02-2157-1033	0	미연계중	48	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-24 11:11	N	무료	N	무료	180000		250	5	250	5	0	0	0	0	24000
173886	거여동 공영주차장(구)	송파구 거여동 33-16	NW	노외 주차장	1	시간제 주차장	02-402-1055	0	미연계중	137	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-24 10:40	N	무료	N	무료	60000		50	5	50	5	0	0	0	0	0
1441362	천마(구)	송파구 마천동 1-5	NW	노외 주차장	1	시간제 주차장		0	미연계중	140	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-24 10:27	N	무료	N	무료	60000		50	5	50	5	0	0	0	0	0
1372128	마천동3공영주차장(구)	송파구 마천동 128-4	NW	노외 주차장	1	시간제 주차장	02-430-6790	0	미연계중	47	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-24 10:20	N	무료	N	무료	75000		100	5	100	5	0	0	0	0	0
173692	마천동1 공영주차장(구)	송파구 마천동 214-0	NW	노외 주차장	1	시간제 주차장	02-404-6275	0	미연계중	217	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-24 10:15	N	무료	N	무료	60000		50	5	50	5	0	0	0	0	0
173821	마천동2공영주차장(구)	송파구 마천동 364-5	NW	노외 주차장	1	시간제 주차장	02-407-4947	0	미연계중	116	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-24 10:18	N	무료	N	무료	60000		50	5	50	5	0	0	0	0	0
1372154	문정 공영주차장(구)	송파구 문정동 2-5	NW	노외 주차장	1	시간제 주차장	02-407-1500	0	미연계중	101	0		Y	유료	N	야간 미개방	600	2100	600	2100	600	2100	2017-05-24 11:26	N	무료	N	무료	50000		100	5	100	5	0	0	0	0	0
173673	문정근린공원(구)	송파구 문정동 38-3	NW	노외 주차장	1	시간제 주차장	02-431-0166	0	미연계중	286	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-24 10:42	N	무료	N	무료	98000		150	5	150	5	0	0	0	0	0
1441378	방이고분(구)	송파구 방이동 125-0	NW	노외 주차장	3	시간제 + 거주자 주차장		0	미연계중	61	0		Y	유료	N	야간 미개방	900	1800	900	1800	900	1800	2017-05-24 10:48	N	무료	N	무료	0		100	5	100	5	0	0	0	0	0
173749	방이동 공영주차장(구)	송파구 방이동 52-1	NW	노외 주차장	1	시간제 주차장	02-2043-0544	0	미연계중	131	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-24 10:33	N	무료	N	무료	105000		150	5	150	5	0	0	0	0	0
173870	삼전동공영주차장(구)	송파구 삼전동 175-8	NW	노외 주차장	1	시간제 주차장	02-422-1055	0	미연계중	198	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-24 10:29	N	무료	N	무료	60000		50	5	50	5	0	0	0	0	0
173880	석촌고분 주차장(구)	송파구 석촌동 248-0	NW	노외 주차장	3	시간제 + 거주자 주차장		0	미연계중	63	0		Y	유료	N	야간 미개방	900	1800	900	1800	900	1800	2017-05-24 10:50	N	무료	N	무료	0		50	5	50	5	0	0	0	0	0
1441397	송파근린공원(구)	송파구 송파동 113-2	NW	노외 주차장	1	시간제 주차장	02-418-3854	0	미연계중	324	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-24 10:44	N	무료	N	무료	140000		150	5	150	5	0	0	0	0	0
173877	송파동 공영주차장(구)	송파구 송파동 128-0	NW	노외 주차장	1	시간제 주차장	010-8129-2372	0	미연계중	85	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-24 10:31	N	무료	N	무료	60000		50	5	50	5	0	0	0	0	0
173679	송파체비치 주차장(구)	송파구 송파동 148-2	NW	노외 주차장	1	시간제 주차장	02-2157-1031	0	미연계중	40	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-24 11:29	N	무료	N	무료	40000		50	5	50	5	0	0	0	0	0
1367467	성내역(시)	송파구 신천동 11-1	NS	노상 주차장	1	시간제 주차장	02-445-0501	1	현재~20분이내 연계데이터 존재(현재 주차대수 표현)	30	4	2018-01-15 9:13	Y	유료	N	야간 미개방	900	1800	900	1500	0	0	2017-03-21 15:24	N	무료	Y	유료	100000	1.17101E+12	150	5	150	5	0	0	0	0	0
173646	신천유수지주차장(시)	송파구 신천동 14-0	NW	노외 주차장	1	시간제 주차장	02-312-4173	1	현재~20분이내 연계데이터 존재(현재 주차대수 표현)	222	168	2018-01-15 9:14	Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2016-12-21 12:30	N	무료	N	무료	100000		150	5	150	5	0	0	0	0	
1277145	잠실역(시)	송파구 신천동 29-0	NW	노외 주차장	1	시간제 주차장	02-2290-6402	1	현재~20분이내 연계데이터 존재(현재 주차대수 표현)	359	200	2018-01-15 9:16	Y	유료	N	야간 미개방	500	100	500	100	500	100	2017-06-28 16:31	N	무료	N	무료	180000		400	5	400	5	0	0	0	0	0
1441348	서울마당놀이(구)	송파구 잠실동 47-1	NW	노외 주차장	1	시간제 주차장	02-2157-1091	0	미연계중	17	0		Y	유료	N	야간 미개방	900	1800	900	1800	900	1800	2017-05-24 10:52	N	무료	N	무료	250000		500	5	500	5	0	0	0	0	0
173754	아시아주차장(공영주차장)(구)	송파구 잠실동 84-0	NW	노외 주차장	1	시간제 주차장	02-2157-7734	0	미연계중	115	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-24 10:57	N	무료	N	무료	168000		250	5	250	5	0	0	0	0	0
173752	복정역 환승주차장(시)	송파구 장지동 561-9	NW	노외 주차장	1	시간제 주차장	02-3443-9240	1	현재~20분이내 연계데이터 존재(현재 주차대수 표현)	365	286	2018-01-15 9:15	Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-12-06 11:02	N	무료	N	무료	65000		100	5	100	5	0	0	0	0	28800
173891	풍납1공영주차장(구)	송파구 풍납동 154-0	NW	노외 주차장	1	시간제 주차장		0	미연계중	56	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-24 10:35	N	무료	N	무료	60000		50	5	50	5	0	0	0	0	0
173890	풍납2 공영주차장(구)	송파구 풍납동 175-0	NW	노외 주차장	1	시간제 주차장	02-486-5336	0	미연계중	81	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-24 10:37	N	무료	N	무료	60000		50	5	50	5	0	0	0	0	0
1421476	풍납유수지공영주차장(구)	송파구 풍납동 387-0	NW	노외 주차장	1	시간제 주차장	02-3010-7455	0	미연계중	234	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-24 11:00	N	무료	N	무료	0		250	5	250	5	0	0	0	0	0
172916	목2동 월촌(구)	양천구 목동 525-0	NW	노외 주차장	1	시간제 주차장	02-2643-2008	0	미연계중	79	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-06-01 15:16	N	무료	N	무료	50000		50	5	50	5	0	0	0	0	0
172941	달마을주차장(구)	양천구 목동 532-18	NW	노외 주차장	1	시간제 주차장	010-5318-0724	0	미연계중	30	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-06-01 15:21	N	무료	N	무료	50000		50	5	50	5	0	0	0	0	
172927	한두공영주차장(구)	양천구 목동 610-5	NW	노외 주차장	1	시간제 주차장	02-2652-2637	0	미연계중	39	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-06-01 15:23	N	무료	N	무료	50000		50	5	50	5	0	0	0	0	0
172952	목3동 해운주차장(구)	양천구 목동 711-6	NW	노외 주차장	1	시간제 주차장	02-2061-788	0	미연계중	64	0		Y	유료	N	야간 미개방	0	2400	0	0	0	0	2017-06-01 15:20	Y	유료	Y	유료	50000		50	5	50	5	0	0	0	0	0
1572501	양평고가밑(시)	양천구 목동 900-8	NS	노상 주차장	1	시간제 주차장	02-2663-6209	0	미연계중	32	0	2018-01-12 16:04	Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-03-15 11:45	N	무료	Y	유료	0	1.14701E+12	250	5	250	5	0	0	0	0	0
1371690	목동타운홀(구)	양천구 목동 905-21	NW	노외 주차장	1	시간제 주차장	02-2651-3730	0	미연계중	25	0		Y	유료	N	야간 미개방	900	1900	0	0	0	0	2016-12-21 15:16	Y	유료	Y	유료	70000		300	10	300	10	0	0	0	0	0
1371689	양천사회단체봉사센터(구)	양천구 목동 905-29	NW	노외 주차장	1	시간제 주차장	02-2646-9055	0	미연계중	20	0		Y	유료	N	야간 미개방	900	1900	0	0	0	0	2016-12-21 15:16	Y	유료	Y	유료	70000		300	10	300	10	0	0	0	0	0
881056	도서관주차장(구)	양천구 목동 905-32	NW	노외 주차장	1	시간제 주차장	02)2290-6316	0	미연계중	48	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-06-01 14:49	N	무료	Y	유료	70000		150	5	150	5	0	0	0	0	9000
140652	파리공원(시)	양천구 목동 906-1	NS	노상 주차장	1	시간제 주차장		0	미연계중	42	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-01-19 19:23	N	무료	Y	유료	0	1.14701E+12	150	5	150	5					0
1538637	법안정사(시)	양천구 목동 907-1	NS	노상 주차장	1	시간제 주차장		0	미연계중	38	0		Y	유료	N	야간 미개방	900	2100	900	1500	0	0	2017-06-29 20:33	N	무료	Y	유료	0	1.14701E+12	250	5	250	5	0	0	0	0	0
172936	광장주차장(구)	양천구 목동 907-19	NW	노외 주차장	1	시간제 주차장	070-7119-2792	0	미연계중	42	0		Y	유료	N	야간 미개방	900	1900	900	1900	0	0	2017-05-29 9:48	N	무료	Y	유료	100000		150	5	150	5	0	0	0	0	
172934	우리공영주차장(구)	양천구 목동 907-8	NW	노외 주차장	1	시간제 주차장		0	미연계중	40	0		Y	유료	N	야간 미개방	900	1900	900	1900	0	0	2017-05-29 9:47	N	무료	Y	유료	100000		150	5	150	5	0	0	0	0	
172937	목동체비지(시)	양천구 목동 908-26	NW	노외 주차장	1	시간제 주차장	02-2642-6209	0	미연계중	50	0	2017-08-11 10:14	Y	유료	N	야간 미개방	800	2100	800	2100	800	2100	2017-01-25 16:47	N	무료	N	무료	180000		250	5	250	5	0	0	0	0	0
1540938	부영그린(시)	양천구 목동 908-27	NS	노상 주차장	1	시간제 주차장		0	미연계중	18	0		Y	유료	N	야간 미개방	800	2100	800	2100	800	2100	2017-01-19 18:00	N	무료	N	무료	0	1.14701E+12	250	5	250	5	0	0	0	0	0
1367218	한마음주차장(구)	양천구 목동 914-5	NW	노외 주차장	1	시간제 주차장	070-7119-2575	0	미연계중	426	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-23 14:19	N	무료	N	무료	70000		150	5	150	5	0	0	0	0	0
172904	목동공영주차장(구)	양천구 목동 915-0	NW	노외 주차장	1	시간제 주차장	02-2644-1384	0	미연계중	1022	0		Y	유료	N	야간 미개방	700	2200	800	1900	800	1900	2017-06-01 14:09	N	무료	N	무료	70000		150	5	150	5	0	0	0	0	10000
1541909	현대41타워앞(구)	양천구 목동 917-2 	NS	노상 주차장	1	시간제 주차장		0	미연계중	24	0		Y	유료	N	야간 미개방	900	1900	900	1900	900	1900	2016-12-21 14:26	N	무료	N	무료	70000	1.14701E+12	300	10	300	10	0	0	0	0	0
1371688	시설관리공단 청사 주차장(구)	양천구 목동 919-5	NW	노외 주차장	1	시간제 주차장	02-2644-1386	0	미연계중	22	0		Y	유료	N	야간 미개방	900	1730	0	0	0	0	2017-06-01 14:55	Y	유료	Y	유료	70000		150	5	150	5	0	0	0	0	9000
1037569	바람개비주차장(구)	양천구 목동 919-8	NW	노외 주차장	1	시간제 주차장	02-2644-1386	0	미연계중	186	0		Y	유료	N	야간 미개방	900	1900	0	0	0	0	2017-06-01 14:54	Y	유료	Y	유료	70000		150	5	150	5	0	0	0	0	9000
144561	한국통신(시)	양천구 목동 924-5	NS	노상 주차장	1	시간제 주차장		0	미연계중	27	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-07-18 14:21	N	무료	Y	유료	0	1.14701E+12	250	5	250	5	0	0	0	0	0
1576989	신영시장 공동주차장(구)	양천구 신월동 114-16	NW	노외 주차장	1	시간제 주차장		0	미연계중	23	0		Y	유료	N	야간 미개방	900	1900	900	1900	900	1900	2017-05-23 14:13	N	무료	N	무료	50000		150	5	150	5	0	0	0	0	9000
1542843	곰달래로5길 노상(구)	양천구 신월동 126-36 	NS	노상 주차장	1	시간제 주차장	02-2698-1386	0	미연계중	74	0		Y	유료	N	야간 미개방	900	1900	900	1300	0	0	2016-12-21 14:21	N	무료	Y	유료	70000	1.14701E+12	300	10	300	10	0	0	0	0	9000
172918	마을마당주차장(구)	양천구 신월동 129-6	NW	노외 주차장	1	시간제 주차장	02-2699-4027	0	미연계중	114	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-06-01 15:18	N	무료	N	무료	50000		50	5	50	5	0	0	0	0	0
172908	능골주차장(구)	양천구 신월동 152-38	NW	노외 주차장	1	시간제 주차장	02-2699-0742	0	미연계중	61	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-06-01 15:18	N	무료	N	무료	50000		50	5	50	5	0	0	0	0	
172983	신우주차장(구)	양천구 신월동 166-23	NW	노외 주차장	1	시간제 주차장	02-2699-7810	0	미연계중	107	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-06-01 15:00	N	무료	N	무료	50000		50	5	50	5	0	0	0	0	
172965	곰달래주차장(구)	양천구 신월동 226-9	NW	노외 주차장	1	시간제 주차장	02-2699-4029	0	미연계중	107	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-06-01 14:58	N	무료	N	무료	50000		50	5	50	5	0	0	0	0	0
1542472	신월1동저지복개1구역(구)	양천구 신월동 228-1	NS	노상 주차장	1	시간제 주차장	02-2698-1386	0	미연계중	56	0		Y	유료	N	야간 미개방	900	1900	900	1300	0	0	2016-12-26 0:35	N	무료	Y	유료	70000	1.14701E+12	300	10	300	10	0	0	0	0	9000
1366430	가로공원주차장(구)	양천구 신월동 263-0	NW	노외 주차장	1	시간제 주차장	02-2065-8332	0	미연계중	376	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-06-01 14:11	N	무료	N	무료	70000		150	5	150	5	0	0	0	0	0
1579590	서서울(구)	양천구 신월동 267-8	NW	노외 주차장	3	시간제 + 거주자 주차장	02-2620-1386	0	미연계중	70	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-08-07 8:25	N	무료	N	무료	50000		50	5	50	5	0	0	0	0	9000
172892	당곡주차장(구)	양천구 신월동 482-11	NW	노외 주차장	1	시간제 주차장	02-2644-1386	0	미연계중	45	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-06-01 15:26	N	무료	N	무료	50000		50	5	50	5	0	0	0	0	
1542485	신월5동복개주차장(구)	양천구 신월동 53-2 	NS	노상 주차장	1	시간제 주차장		0	미연계중	63	0		Y	유료	N	야간 미개방	900	1900	900	1300	0	0	2016-12-21 14:28	N	무료	Y	유료	70000	1.14701E+12	300	10	300	10	0	0	0	0	0
1542490	신월1동저지복개2구역(구)	양천구 신월동 90-1	NS	노상 주차장	1	시간제 주차장	02-2698-1386	0	미연계중	40	0		Y	유료	N	야간 미개방	900	1900	900	1300	0	0	2016-12-26 0:36	N	무료	Y	유료	70000	1.14701E+12	300	10	300	10	0	0	0	0	9000
173048	구름다리주차장(구)	양천구 신월동 915-4	NW	노외 주차장	1	시간제 주차장		0	미연계중	52	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-06-01 15:28	N	무료	N	무료	50000		50	5	50	5	0	0	0	0	0
172967	한울주차장(구)	양천구 신월동 957-10	NW	노외 주차장	1	시간제 주차장		0	미연계중	21	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-06-01 15:27	N	무료	N	무료	50000		50	5	50	5	0	0	0	0	0
172917	법마을공영주차장(구)	양천구 신정동 1018-3	NW	노외 주차장	1	시간제 주차장	010-9952-2436	0	미연계중	18	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-06-01 15:24	N	무료	N	무료	50000		50	5	50	5	0	0	0	0	0
1542514	신정13동 복개(구)	양천구 신정동 1031-0 	NS	노상 주차장	1	시간제 주차장	02-2645-1158	0	미연계중	139	0		Y	유료	N	야간 미개방	900	1900	900	1300	0	0	2016-12-21 14:28	N	무료	Y	유료	70000	1.14701E+12	300	10	300	10	0	0	0	0	9000
172928	다락골주차장(구)	양천구 신정동 1158-1	NW	노외 주차장	1	시간제 주차장	070-7393-1131	0	미연계중	102	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-06-01 15:01	N	무료	N	무료	50000		50	5	50	5	0	0	0	0	
172909	어울림주차장(구)	양천구 신정동 318-2	NW	노외 주차장	1	시간제 주차장		0	미연계중	32	0		Y	유료	N	야간 미개방	900	1900	900	1900	0	0	2017-06-01 15:15	N	무료	Y	유료	100000		150	5	150	5	0	0	0	0	0
1540769	한전뒷길(구)	양천구 신정동 319-25	NS	노상 주차장	1	시간제 주차장		0	미연계중	24	0		Y	유료	N	야간 미개방	900	1900	900	1300	0	0	2017-08-25 14:06	N	무료	Y	유료	70000	1.14701E+12	150	5	150	5	0	0	0	0	0
1542059	양천공원옆(구)	양천구 신정동 320-3	NS	노상 주차장	1	시간제 주차장		0	미연계중	11	0		Y	유료	N	야간 미개방	900	1900	900	1300	0	0	2017-08-25 14:02	N	무료	Y	유료	70000	1.14701E+12	150	5	150	5	0	0	0	0	0
1542707	양천경찰서(시)	양천구 신정동 321-0	NS	노상 주차장	1	시간제 주차장		0	미연계중	34	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-07-14 11:08	N	무료	Y	유료	40000	1.14701E+12	150	5	150	5	0	0	0	0	0
1542749	양천구청(시)	양천구 신정동 321-4	NS	노상 주차장	1	시간제 주차장		0	미연계중	74	0	2017-07-14 9:50	Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2016-12-23 22:03	N	무료	Y	유료	40000	1.14701E+12	150	5	150	5	0	0	0	0	0
1040348	문화회관 지하주차장(구)	양천구 신정동 322-0	NW	노외 주차장	1	시간제 주차장	02-2653-1385	0	미연계중	93	0		Y	유료	N	야간 미개방	900	1900	900	1900	0	0	2017-06-01 15:07	N	무료	Y	유료	70000		150	5	150	5	0	0	0	0	0
172914	문화회관동측(구)	양천구 신정동 322-5	NW	노외 주차장	1	시간제 주차장	02-2653-1384	0	미연계중	80	0		Y	유료	N	야간 미개방	900	1900	900	1900	0	0	2017-06-01 15:06	N	무료	Y	유료	70000		150	5	150	5	0	0	0	0	9000
172900	누리주차장(구)	양천구 신정동 323-13	NW	노외 주차장	1	시간제 주차장	032-872-7278	0	미연계중	20	0		Y	유료	N	야간 미개방	900	1900	0	0	0	0	2017-06-01 15:09	Y	유료	Y	유료	70000		150	5	150	5	0	0	0	0	0
172901	밝은빛주차장(구)	양천구 신정동 323-18	NW	노외 주차장	1	시간제 주차장	010-3904-1383	0	미연계중	23	0		Y	유료	N	야간 미개방	900	1900	900	1900	0	0	2017-06-01 15:11	N	무료	Y	유료	100000		150	5	150	5	0	0	0	0	
172902	문화회관서측(구)	양천구 신정동 323-25	NW	노외 주차장	1	시간제 주차장		0	미연계중	23	0		Y	유료	N	야간 미개방	900	1900	900	1900	0	0	2017-06-01 15:11	N	무료	Y	유료	70000		150	5	150	5	0	0	0	0	0
172903	하늘주차장(구)	양천구 신정동 323-33	NW	노외 주차장	1	시간제 주차장		0	미연계중	30	0		Y	유료	N	야간 미개방	900	1900	900	1900	0	0	2017-06-01 15:12	N	무료	Y	유료	100000		150	5	150	5	0	0	0	0	0
172945	신정7동 한사랑교회 앞(구)	양천구 신정동 324-11	NW	노외 주차장	1	시간제 주차장		0	미연계중	125	0		Y	유료	N	야간 미개방	900	1900	900	1900	0	0	2017-06-01 14:52	N	무료	Y	유료			150	5	150	5	0	0	0	0	9000
1543204	동문굿모닝탑 옆(구)	양천구 신정동 324-3 	NS	노상 주차장	1	시간제 주차장		0	미연계중	17	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2016-12-21 14:23	N	무료	Y	유료	40000	1.14701E+12	150	5	150	5	0	0	0	0	0
1425808	벚꽃길주차장(구)	양천구 신정동 884-8	NW	노외 주차장	1	시간제 주차장	02-2644-1386	0	미연계중	33	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-06-01 15:23	N	무료	N	무료	50000		50	5	50	5	0	0	0	0	0
1538858	신정4동 로데오길(구)	양천구 신정동 890-0	NS	노상 주차장	1	시간제 주차장	02-2695-8597	0	미연계중	52	0		Y	유료	N	야간 미개방	900	1900	900	1900	900	1900	2016-12-26 0:34	N	무료	N	무료	0	1.14701E+12	300	10	300	10	0	0	0	0	9000
1540440	신정4동길(구)	양천구 신정동 902-0 	NS	노상 주차장	1	시간제 주차장	02-2695-8597	0	미연계중	147	0		Y	유료	N	야간 미개방	900	1900	900	1300	0	0	2016-12-21 14:22	N	무료	Y	유료	130000	1.14701E+12	300	10	300	10	0	0	0	0	9000
789092	동개울주차장(구)	양천구 신정동 919-6	NW	노외 주차장	1	시간제 주차장	02-2644-1385	0	미연계중	40	0		Y	유료	N	야간 미개방	900	1900	0	0	0	0	2017-06-01 14:53	Y	유료	Y	유료	70000		150	5	150	5	0	0	0	0	9000
172935	웃우물 주차장(시)	양천구 신정동 943-25	NW	노외 주차장	1	시간제 주차장	02)2290-6311	0	미연계중	79	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2016-12-21 15:16	N	무료	N	무료	100000		150	5	150	5	0	0	0	0	0
173208	당산2동(구)	영등포구 당산동 121-105	NW	노외 주차장	1	시간제 주차장	02-2671-2049	0	미연계중	30	0		Y	유료	N	야간 미개방	900	1800	0	0	0	0	2017-05-26 9:28	Y	유료	Y	유료	140000		150	5	150	5	0	0	0	0	0
1562399	교보생명옆 노상주차장(구)	영등포구 당산동2가 21-26	NS	노상 주차장	3	시간제 + 거주자 주차장	02-2650-1436	0	미연계중	13	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2016-12-26 1:08	N	무료	N	무료	80000	1.15601E+12	300	10	300	10	0	0	0	0	9000
1544111	양남사거리 앞 노상주차장(구)	영등포구 당산동2가 30-0	NS	노상 주차장	3	시간제 + 거주자 주차장	02-2650-1436	0	미연계중	8	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-08-25 15:37	N	무료	N	무료	100000	1.15601E+12	250	5	250	5	0	0	0	0	15000
1562530	교보생명 앞 노상주차장(구)	영등포구 당산동2가 71-0 	NS	노상 주차장	3	시간제 + 거주자 주차장	02-2650-1436	0	미연계중	26	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2016-12-21 14:33	N	무료	N	무료	100000	1.15601E+12	500	10	500	10	0	0	0	0	15000
1277160	당산노외(시)	영등포구 당산동3가 2-1	NW	노외 주차장	1	시간제 주차장	032-872-7078	0	미연계중	237	0	2017-08-11 10:14	Y	유료	N	야간 미개방	800	2100	800	2100	800	2100	2016-12-21 12:30	N	무료	N	무료	100000		150	5	150	5	0	0	0	0	0
